IssuedDate,Year,Month,Day,DailyNumFines,NumPaidFines,TotalFineAmount,AvgPaidFine,MinTemp,RainPrecip,SnowPrecip,Wind,CO,CO_LEVEL,NO2,NO2_LEVEL,O3,O3_LEVEL,PM10,PM10_LEVEL,PM25,PM25_LEVEL,NA_Correction,Tues,Wed,Thurs,Fri,Sat,Sun,AQI,AQI_LEVEL
2019-05-10,2019,5,Friday,15,8.0,342,42.75,2.4,1.0,0.0,9.3,0.0,Good,13.7,Good,0.049,Good,12.0,Good,3.5,Good,False,0,0,0,1,0,0,45,Good
2019-05-13,2019,5,Monday,44,30.0,1738,57.93333333333333,8.4,0.0,0.0,6.6,0.0,Good,15.0,Good,0.051,Good,17.0,Good,5.5,Good,False,0,0,0,0,0,0,47,Good
2019-05-14,2019,5,Tuesday,47,29.0,1219,42.03448275862069,10.5,0.0,0.0,9.7,0.0,Good,12.9,Good,0.051,Good,15.0,Good,8.2,Good,False,1,0,0,0,0,0,47,Good
2019-05-15,2019,5,Wednesday,62,43.0,1901,44.2093023255814,13.0,0.1,0.0,10.8,0.1,Good,16.3,Good,0.049,Good,20.0,Good,6.0,Good,False,0,1,0,0,0,0,45,Good
2019-05-16,2019,5,Thursday,57,33.0,1684,51.03030303030303,9.6,5.7,0.0,13.8,0.0,Good,10.7,Good,0.048,Good,17.0,Good,4.3,Good,False,0,0,1,0,0,0,44,Good
2019-05-17,2019,5,Friday,76,52.0,2640,50.76923076923077,5.3,6.7,2.87,12.0,0.0,Good,6.1,Good,0.045,Good,2.0,Good,1.1,Good,False,0,0,0,1,0,0,42,Good
2019-05-20,2019,5,Monday,57,32.0,1514,47.3125,1.6,0.9,0.0,11.5,0.0,Good,12.4,Good,0.051,Good,5.0,Good,5.093253968253968,Good,True,0,0,0,0,0,0,47,Good
2019-05-21,2019,5,Tuesday,57,41.0,2073,50.5609756097561,3.5,3.7,1.05,13.3,0.0,Good,6.4,Good,0.039,Good,3.0,Good,5.093253968253968,Good,True,1,0,0,0,0,0,36,Good
2019-05-22,2019,5,Wednesday,64,39.0,1999,51.256410256410255,5.0,4.3,0.07,8.4,0.0,Good,8.0,Good,0.04,Good,2.0,Good,5.093253968253968,Good,True,0,1,0,0,0,0,37,Good
2019-05-23,2019,5,Thursday,36,28.0,1558,55.642857142857146,4.0,6.2,1.68,10.7,0.0,Good,10.0,Good,0.052,Good,3.0,Good,5.093253968253968,Good,True,0,0,1,0,0,0,48,Good
2019-05-24,2019,5,Friday,125,73.0,3135,42.945205479452056,5.2,9.2,0.35,9.0,0.1,Good,13.3,Good,0.039,Good,4.0,Good,5.093253968253968,Good,True,0,0,0,1,0,0,36,Good
2019-05-28,2019,5,Tuesday,106,65.0,2559,39.36923076923077,7.7,13.6,0.0,6.6,0.0,Good,7.4,Good,0.041,Good,4.0,Good,5.093253968253968,Good,True,1,0,0,0,0,0,38,Good
2019-05-29,2019,5,Wednesday,15,9.0,630,70.0,5.3,2.5,0.0,8.2,0.0,Good,10.4,Good,0.044,Good,8.0,Good,5.093253968253968,Good,True,0,1,0,0,0,0,41,Good
2019-05-30,2019,5,Thursday,6,3.0,145,48.333333333333336,4.2,2.3,0.0,9.5,0.0,Good,9.4,Good,0.048,Good,12.0,Good,5.093253968253968,Good,True,0,0,1,0,0,0,44,Good
2019-05-31,2019,5,Friday,49,30.0,1513,50.43333333333333,7.3,0.2,0.0,8.9,0.0,Good,9.9,Good,0.053,Good,11.0,Good,5.093253968253968,Good,True,0,0,0,1,0,0,49,Good
2019-06-03,2019,6,Monday,64,46.0,2157,46.891304347826086,8.3,0.2,0.0,10.7,0.0,Good,7.7,Good,0.061,Moderate,18.0,Good,4.8,Good,False,0,0,0,0,0,0,71,Moderate
2019-06-04,2019,6,Tuesday,71,44.0,2335,53.06818181818182,9.9,0.1,0.0,10.1,0.1,Good,9.2,Good,0.06,Moderate,26.0,Good,5.9,Good,False,1,0,0,0,0,0,67,Moderate
2019-06-05,2019,6,Wednesday,19,11.0,570,51.81818181818182,11.6,0.3,0.0,10.1,0.1,Good,11.4,Good,0.05,Good,22.0,Good,6.1,Good,False,0,1,0,0,0,0,46,Good
2019-06-06,2019,6,Thursday,87,46.0,2110,45.869565217391305,12.0,3.7,0.0,12.3,0.1,Good,11.9,Good,0.047,Good,21.0,Good,5.1,Good,False,0,0,1,0,0,0,44,Good
2019-06-07,2019,6,Friday,67,31.0,1353,43.64516129032258,11.8,0.4,0.0,22.0,0.1,Good,8.0,Good,0.056,Moderate,42.0,Good,7.3,Good,False,0,0,0,1,0,0,54,Moderate
2019-06-10,2019,6,Monday,31,19.0,1046,55.05263157894737,5.0,0.0,0.0,6.8,0.1,Good,12.1,Good,0.056,Moderate,17.0,Good,4.6,Good,False,0,0,0,0,0,0,54,Moderate
2019-06-11,2019,6,Tuesday,56,26.0,1480,56.92307692307692,9.5,0.0,0.0,12.0,0.1,Good,12.8,Good,0.052,Good,19.0,Good,4.6,Good,False,1,0,0,0,0,0,48,Good
2019-06-12,2019,6,Wednesday,69,40.0,1888,47.2,11.5,0.0,0.0,7.9,0.1,Good,12.5,Good,0.047,Good,20.0,Good,6.2,Good,False,0,1,0,0,0,0,44,Good
2019-06-13,2019,6,Thursday,76,55.0,2662,48.4,13.8,2.5,0.0,11.8,0.1,Good,8.9,Good,0.054,Good,19.0,Good,5.0,Good,False,0,0,1,0,0,0,50,Good
2019-06-14,2019,6,Friday,35,20.0,980,49.0,12.7,5.5,0.0,11.7,0.1,Good,10.5,Good,0.053,Good,13.0,Good,4.7,Good,False,0,0,0,1,0,0,49,Good
2019-06-17,2019,6,Monday,50,32.0,1369,42.78125,12.6,0.3,0.0,7.4,0.1,Good,6.1,Good,0.054,Good,15.0,Good,7.116666666666666,Good,True,0,0,0,0,0,0,50,Good
2019-06-18,2019,6,Tuesday,44,30.0,1396,46.53333333333333,12.1,0.2,0.0,10.0,0.1,Good,6.2,Good,0.057,Moderate,13.0,Good,7.116666666666666,Good,True,1,0,0,0,0,0,58,Moderate
2019-06-19,2019,6,Wednesday,44,28.0,1342,47.92857142857143,12.9,0.0,0.0,8.4,0.1,Good,10.3,Good,0.061,Moderate,17.0,Good,7.116666666666666,Good,True,0,1,0,0,0,0,71,Moderate
2019-06-20,2019,6,Thursday,31,20.0,1055,52.75,11.9,3.8,0.0,19.9,0.1,Good,6.8,Good,0.045,Good,32.0,Good,7.116666666666666,Good,True,0,0,1,0,0,0,42,Good
2019-06-24,2019,6,Monday,63,27.0,1335,49.44444444444444,10.3,0.0,0.0,9.1,0.1,Good,10.7,Good,0.053,Good,14.0,Good,7.116666666666666,Good,True,0,0,0,0,0,0,49,Good
2019-06-25,2019,6,Tuesday,72,43.0,1914,44.51162790697674,13.8,0.0,0.0,15.2,0.1,Good,9.3,Good,0.057,Moderate,19.0,Good,7.116666666666666,Good,True,1,0,0,0,0,0,58,Moderate
2019-06-26,2019,6,Wednesday,58,30.0,1595,53.16666666666666,15.4,0.0,0.0,15.3,0.1,Good,4.9,Good,0.059,Moderate,16.0,Good,7.116666666666666,Good,True,0,1,0,0,0,0,64,Moderate
2019-06-27,2019,6,Thursday,34,18.0,823,45.72222222222222,17.7,0.0,0.0,16.5,0.1,Good,4.6,Good,0.05,Good,17.0,Good,5.4,Good,False,0,0,1,0,0,0,46,Good
2019-06-28,2019,6,Friday,75,40.0,1642,41.05,16.1,0.0,0.0,10.5,0.1,Good,29.5,Good,0.057,Moderate,21.0,Good,5.5,Good,False,0,0,0,1,0,0,58,Moderate
2019-07-01,2019,7,Monday,47,29.0,1607,55.41379310344828,14.0,0.0,0.0,7.9,0.1,Good,9.7,Good,0.047,Good,16.0,Good,4.4,Good,False,0,0,0,0,0,0,44,Good
2019-07-02,2019,7,Tuesday,61,34.0,1763,51.85294117647059,17.0,0.0,0.0,15.3,0.1,Good,9.7,Good,0.05,Good,16.0,Good,5.2,Good,False,1,0,0,0,0,0,46,Good
2019-07-03,2019,7,Wednesday,25,12.0,582,48.5,18.3,0.0,0.0,14.5,0.1,Good,9.2,Good,0.066,Moderate,23.0,Good,5.8,Good,False,0,1,0,0,0,0,87,Moderate
2019-07-08,2019,7,Monday,64,40.0,2068,51.7,15.4,0.0,0.0,16.1,0.0,Good,8.9,Good,0.047,Good,26.0,Good,5.7,Good,False,0,0,0,0,0,0,44,Good
2019-07-09,2019,7,Tuesday,64,39.0,1654,42.41025641025641,13.9,0.0,0.0,7.1,0.0,Good,13.2,Good,0.055,Moderate,26.0,Good,7.1,Good,False,1,0,0,0,0,0,51,Moderate
2019-07-10,2019,7,Wednesday,64,37.0,1622,43.83783783783784,15.7,0.0,0.0,8.0,0.0,Good,9.5,Good,0.05,Good,21.0,Good,5.9,Good,False,0,1,0,0,0,0,46,Good
2019-07-11,2019,7,Thursday,66,42.0,1691,40.26190476190476,18.6,0.0,0.0,14.1,0.0,Good,11.0,Good,0.042,Good,24.0,Good,5.2,Good,False,0,0,1,0,0,0,39,Good
2019-07-12,2019,7,Friday,32,17.0,679,39.94117647058823,18.4,0.0,0.0,13.8,0.0,Good,9.8,Good,0.052,Good,16.0,Good,4.6,Good,False,0,0,0,1,0,0,48,Good
2019-07-15,2019,7,Monday,49,31.0,1534,49.483870967741936,19.3,0.0,0.0,16.9,0.0,Good,14.8,Good,0.051,Good,18.0,Good,6.3,Good,False,0,0,0,0,0,0,47,Good
2019-07-16,2019,7,Tuesday,51,21.0,1100,52.38095238095238,17.7,0.0,0.0,17.6,0.0,Good,11.3,Good,0.057,Moderate,20.0,Good,5.1,Good,False,1,0,0,0,0,0,58,Moderate
2019-07-17,2019,7,Wednesday,46,30.0,1658,55.266666666666666,18.5,0.0,0.0,13.7,0.0,Good,13.567083333333333,Good,0.056,Moderate,26.0,Good,7.3,Good,True,0,1,0,0,0,0,54,Moderate
2019-07-18,2019,7,Thursday,58,36.0,1489,41.36111111111112,21.6,0.0,0.0,14.1,0.0,Good,6.8,Good,0.053,Good,23.0,Good,5.0,Good,False,0,0,1,0,0,0,49,Good
2019-07-19,2019,7,Friday,37,23.0,906,39.391304347826086,21.8,0.0,0.0,14.7,0.0,Good,10.5,Good,0.053,Good,21.0,Good,6.9,Good,False,0,0,0,1,0,0,49,Good
2019-07-22,2019,7,Monday,48,31.0,1681,54.2258064516129,19.6,0.0,0.0,7.2,0.0,Good,11.0,Good,0.053,Good,22.0,Good,8.6,Good,False,0,0,0,0,0,0,49,Good
2019-07-23,2019,7,Tuesday,56,28.0,1321,47.17857142857143,19.9,0.0,0.0,9.9,0.0,Good,10.1,Good,0.051,Good,28.0,Good,8.3,Good,False,1,0,0,0,0,0,47,Good
2019-07-25,2019,7,Thursday,50,26.0,977,37.57692307692308,19.2,0.3,0.0,8.7,0.0,Good,9.5,Good,0.055,Moderate,24.0,Good,9.0,Good,False,0,0,1,0,0,0,51,Moderate
2019-07-26,2019,7,Friday,46,29.0,1393,48.03448275862069,18.5,24.3,0.0,18.0,0.0,Good,9.4,Good,0.051,Good,20.0,Good,6.3,Good,False,0,0,0,1,0,0,47,Good
2019-07-29,2019,7,Monday,34,16.0,770,48.125,17.9,0.0,0.0,15.9,0.0,Good,12.0,Good,0.053,Good,18.0,Good,5.0,Good,False,0,0,0,0,0,0,49,Good
2019-07-30,2019,7,Tuesday,15,14.0,546,39.0,19.1,0.0,0.0,17.2,0.0,Good,11.7,Good,0.048,Good,20.0,Good,4.4,Good,False,1,0,0,0,0,0,44,Good
2019-07-31,2019,7,Wednesday,28,17.0,766,45.05882352941177,18.5,0.7,0.0,9.2,0.0,Good,26.6,Good,0.033,Good,26.0,Good,14.4,Moderate,False,0,1,0,0,0,0,56,Moderate
2019-08-01,2019,8,Thursday,28,13.0,765,58.84615384615385,15.1,0.0,0.0,10.9,0.0,Good,8.9,Good,0.053,Good,11.0,Good,3.9,Good,False,0,0,1,0,0,0,49,Good
2019-08-02,2019,8,Friday,33,23.0,1089,47.34782608695652,17.4,0.0,0.0,7.1,0.0,Good,12.1,Good,0.058,Moderate,17.0,Good,5.0,Good,False,0,0,0,1,0,0,61,Moderate
2019-08-05,2019,8,Monday,75,57.0,2064,36.21052631578947,18.0,0.0,0.0,10.5,0.0,Good,11.3,Good,0.057,Moderate,20.0,Good,4.5,Good,False,0,0,0,0,0,0,58,Moderate
2019-08-06,2019,8,Tuesday,56,37.0,1896,51.24324324324324,20.3,0.0,0.0,14.1,0.0,Good,11.3,Good,0.059,Moderate,27.0,Good,5.2,Good,False,1,0,0,0,0,0,64,Moderate
2019-08-07,2019,8,Wednesday,46,33.0,1781,53.96969696969697,19.8,0.2,0.0,11.2,0.0,Good,20.5,Good,0.045,Good,26.0,Good,6.7,Good,False,0,1,0,0,0,0,42,Good
2019-08-08,2019,8,Thursday,32,23.0,1096,47.65217391304348,17.1,0.4,0.0,12.4,0.0,Good,15.1,Good,0.049,Good,28.0,Good,6.2,Good,False,0,0,1,0,0,0,45,Good
2019-08-09,2019,8,Friday,45,33.0,1688,51.15151515151515,14.1,0.0,0.0,9.4,0.0,Good,10.5,Good,0.05,Good,12.0,Good,4.1,Good,False,0,0,0,1,0,0,46,Good
2019-08-12,2019,8,Monday,87,56.0,2544,45.42857142857143,14.7,0.0,0.0,8.3,0.0,Good,10.4,Good,0.061,Moderate,25.0,Good,6.1,Good,False,0,0,0,0,0,0,71,Moderate
2019-08-13,2019,8,Tuesday,39,25.0,1113,44.52,14.9,0.0,0.0,8.2,0.0,Good,12.2,Good,0.057,Moderate,24.0,Good,4.9,Good,False,1,0,0,0,0,0,58,Moderate
2019-08-14,2019,8,Wednesday,20,13.0,536,41.23076923076923,16.4,0.0,0.0,8.4,0.0,Good,15.0,Good,0.054,Good,29.0,Good,6.1,Good,False,0,1,0,0,0,0,50,Good
2019-08-15,2019,8,Thursday,17,13.0,681,52.38461538461539,17.7,0.0,0.0,10.6,0.0,Good,14.5,Good,0.063,Moderate,29.0,Good,7.0,Good,False,0,0,1,0,0,0,77,Moderate
2019-08-19,2019,8,Monday,2,0.0,0,0.0,19.0,0.0,0.0,11.2,0.0,Good,11.1,Good,0.046,Good,34.42622950819672,Good,4.0,Good,True,0,0,0,0,0,0,43,Good
2019-08-20,2019,8,Tuesday,12,9.0,537,59.66666666666666,17.9,0.0,0.0,8.3,0.0,Good,14.3,Good,0.054,Good,18.0,Good,10.2478431372549,Good,True,1,0,0,0,0,0,50,Good
2019-08-21,2019,8,Wednesday,11,8.0,445,55.625,18.0,0.0,0.0,7.2,0.0,Good,15.1,Good,0.052,Good,20.0,Good,5.3,Good,False,0,1,0,0,0,0,48,Good
2019-08-22,2019,8,Thursday,6,3.0,300,100.0,18.8,0.0,0.0,20.0,0.0,Good,19.3,Good,0.054,Good,43.0,Good,10.0,Good,False,0,0,1,0,0,0,50,Good
2019-08-23,2019,8,Friday,4,1.0,75,75.0,17.1,0.0,0.0,9.5,0.0,Good,14.1,Good,0.056,Moderate,35.0,Good,6.7,Good,False,0,0,0,1,0,0,54,Moderate
2019-08-26,2019,8,Monday,5,3.0,165,55.0,15.6,0.0,0.0,12.6,0.0,Good,13.1,Good,0.061,Moderate,22.0,Good,5.2,Good,False,0,0,0,0,0,0,71,Moderate
2019-08-28,2019,8,Wednesday,54,19.0,1370,72.10526315789474,14.5,0.0,0.0,7.7,0.0,Good,19.3,Good,0.062,Moderate,36.0,Good,6.3,Good,False,0,1,0,0,0,0,74,Moderate
2019-08-30,2019,8,Friday,20,10.0,551,55.1,18.7,0.0,0.0,10.2,0.0,Good,13.2,Good,0.045,Good,32.0,Good,7.3,Good,False,0,0,0,1,0,0,42,Good
2019-09-03,2019,9,Tuesday,54,32.0,1188,37.125,21.9,0.0,0.0,9.0,0.0,Good,21.8,Good,0.049,Good,32.0,Good,8.1,Good,False,1,0,0,0,0,0,45,Good
2019-09-04,2019,9,Wednesday,40,6.0,372,62.0,18.0,0.0,0.0,10.5,0.0,Good,12.4,Good,0.055,Moderate,23.0,Good,7.8,Good,False,0,1,0,0,0,0,51,Moderate
2019-09-05,2019,9,Thursday,14,1.0,10,10.0,19.6,0.2,0.0,10.8,0.0,Good,11.8,Good,0.054,Good,29.0,Good,5.8,Good,False,0,0,1,0,0,0,50,Good
2019-09-06,2019,9,Friday,108,29.0,1493,51.48275862068966,17.5,1.1,0.0,12.2,0.0,Good,11.7,Good,0.055,Moderate,23.0,Good,7.5,Good,False,0,0,0,1,0,0,51,Moderate
2019-09-08,2019,9,Sunday,54,53.0,2478,46.75471698113208,16.1,2.4,0.0,15.8,0.0,Good,8.2,Good,0.052,Good,17.0,Good,5.7,Good,False,0,0,0,0,0,1,48,Good
2019-09-09,2019,9,Monday,37,36.0,1457,40.47222222222222,10.4,0.0,0.0,9.6,0.0,Good,14.3,Good,0.059,Moderate,24.0,Good,11.3,Good,False,0,0,0,0,0,0,64,Moderate
2019-09-10,2019,9,Tuesday,96,78.0,3653,46.833333333333336,14.4,0.4,0.0,17.6,0.0,Good,18.8,Good,0.047,Good,26.0,Good,7.7,Good,False,1,0,0,0,0,0,44,Good
2019-09-11,2019,9,Wednesday,21,18.0,825,45.833333333333336,9.2,9.5,0.0,10.4,0.0,Good,10.0,Good,0.042,Good,8.0,Good,3.7,Good,False,0,1,0,0,0,0,39,Good
2019-09-12,2019,9,Thursday,71,52.0,2869,55.17307692307692,7.2,0.0,0.0,8.4,0.0,Good,14.0,Good,0.047,Good,11.0,Good,5.0,Good,False,0,0,1,0,0,0,44,Good
2019-09-13,2019,9,Friday,72,55.0,2580,46.90909090909091,8.2,0.0,0.0,6.1,0.0,Good,15.2,Good,0.046,Good,14.0,Good,5.3,Good,False,0,0,0,1,0,0,43,Good
2019-09-14,2019,9,Saturday,2,1.0,75,75.0,11.5,0.0,0.0,7.2,0.0,Good,16.2,Good,0.047,Good,14.0,Good,5.9,Good,False,0,0,0,0,1,0,44,Good
2019-09-15,2019,9,Sunday,15,13.0,847,65.15384615384616,14.2,0.0,0.0,11.4,0.0,Good,8.7,Good,0.051,Good,11.0,Good,4.7,Good,False,0,0,0,0,0,1,47,Good
2019-09-16,2019,9,Monday,34,26.0,1403,53.96153846153846,16.8,0.1,0.0,14.4,0.0,Good,20.1,Good,0.045,Good,17.0,Good,5.2,Good,False,0,0,0,0,0,0,42,Good
2019-09-17,2019,9,Tuesday,33,26.0,1255,48.26923076923077,10.8,1.5,0.0,13.6,0.0,Good,12.1,Good,0.05,Good,32.0,Good,8.0,Good,False,1,0,0,0,0,0,46,Good
2019-09-18,2019,9,Wednesday,29,26.0,1420,54.61538461538461,8.4,0.0,0.0,8.4,0.0,Good,16.2,Good,0.05,Good,18.0,Good,5.0,Good,False,0,1,0,0,0,0,46,Good
2019-09-19,2019,9,Thursday,53,40.0,1916,47.9,10.9,0.0,0.0,18.8,0.0,Good,15.9,Good,0.046,Good,26.0,Good,4.1,Good,False,0,0,1,0,0,0,43,Good
2019-09-20,2019,9,Friday,111,96.0,4747,49.44791666666666,8.7,6.3,0.0,14.0,0.0,Good,9.6,Good,0.038,Good,16.0,Good,2.7,Good,False,0,0,0,1,0,0,35,Good
2019-09-21,2019,9,Saturday,8,6.0,450,75.0,5.7,0.0,0.0,9.2,0.0,Good,10.5,Good,0.039,Good,7.0,Good,3.7,Good,False,0,0,0,0,1,0,36,Good
2019-09-22,2019,9,Sunday,2,2.0,90,45.0,4.2,0.0,0.0,9.3,0.0,Good,11.3,Good,0.04,Good,29.176,Good,3.2,Good,True,0,0,0,0,0,1,37,Good
2019-09-23,2019,9,Monday,58,38.0,2162,56.89473684210526,9.6,0.0,0.0,8.4,0.0,Good,15.9,Good,0.045,Good,16.0,Good,3.5,Good,False,0,0,0,0,0,0,42,Good
2019-09-24,2019,9,Tuesday,110,86.0,4338,50.44186046511628,8.7,0.0,0.0,10.5,0.0,Good,17.5,Good,0.041,Good,18.0,Good,4.2,Good,False,1,0,0,0,0,0,38,Good
2019-09-25,2019,9,Wednesday,31,26.0,1274,49.0,9.8,0.0,0.0,8.0,0.0,Good,16.2,Good,0.043,Good,19.0,Good,4.2,Good,False,0,1,0,0,0,0,40,Good
2019-09-26,2019,9,Thursday,92,61.0,3035,49.75409836065574,9.7,0.0,0.0,8.7,0.0,Good,14.8,Good,0.038,Good,15.0,Good,3.5,Good,False,0,0,1,0,0,0,35,Good
2019-09-27,2019,9,Friday,133,105.0,5013,47.74285714285714,14.6,0.0,0.0,10.2,0.0,Good,9.2,Good,0.035,Good,14.0,Good,4.1,Good,False,0,0,0,1,0,0,32,Good
2019-09-29,2019,9,Sunday,40,38.0,2114,55.63157894736842,5.2,18.1,0.0,13.3,0.0,Good,6.3,Good,0.04,Good,7.0,Good,2.6,Good,False,0,0,0,0,0,1,37,Good
2019-09-30,2019,9,Monday,24,18.0,985,54.72222222222222,1.5,0.0,0.0,7.0,0.0,Good,16.6,Good,0.044,Good,12.0,Good,3.6,Good,False,0,0,0,0,0,0,41,Good
2019-10-01,2019,10,Tuesday,219,166.0,7217,43.47590361445784,0.6,0.0,0.0,8.8,0.1,Good,19.8,Good,0.043,Good,18.0,Good,4.9,Good,False,1,0,0,0,0,0,40,Good
2019-10-02,2019,10,Wednesday,33,19.0,1034,54.42105263157895,3.8,0.0,0.0,7.9,0.0,Good,15.1,Good,0.037,Good,12.0,Good,3.6,Good,False,0,1,0,0,0,0,34,Good
2019-10-03,2019,10,Thursday,53,44.0,2006,45.59090909090909,2.9,0.0,0.0,7.6,0.1,Good,23.7,Good,0.043,Good,17.0,Good,3.5,Good,False,0,0,1,0,0,0,40,Good
2019-10-04,2019,10,Friday,186,83.0,4015,48.373493975903614,5.7,1.1,0.0,20.3,0.1,Good,5.2,Good,0.042,Good,22.0,Good,2.6,Good,False,0,0,0,1,0,0,39,Good
2019-10-07,2019,10,Monday,63,44.0,2330,52.95454545454545,2.0,0.0,0.0,5.8,0.4,Good,34.2,Good,0.031,Good,32.0,Good,6.3,Good,False,0,0,0,0,0,0,32,Good
2019-10-08,2019,10,Tuesday,42,35.0,1835,52.42857142857143,5.5,0.0,0.0,10.2,0.4,Good,21.7,Good,0.037,Good,21.0,Good,5.4,Good,False,1,0,0,0,0,0,34,Good
2019-10-09,2019,10,Wednesday,42,34.0,1650,48.52941176470589,0.9,0.0,0.14,19.9,0.3,Good,7.8,Good,0.037,Good,25.241935483870968,Good,3.1,Good,True,0,1,0,0,0,0,34,Good
2019-10-10,2019,10,Thursday,77,49.0,2599,53.04081632653061,-2.1,0.0,0.0,17.5,0.2,Good,11.0,Good,0.029,Good,12.0,Good,2.5,Good,False,0,0,1,0,0,0,27,Good
2019-10-11,2019,10,Friday,165,88.0,4132,46.95454545454545,-3.7,0.0,0.0,6.5,0.3,Good,25.3,Good,0.031,Good,19.0,Good,4.8,Good,False,0,0,0,1,0,0,29,Good
2019-10-13,2019,10,Sunday,23,20.0,1205,60.25,1.7,0.0,0.0,8.0,0.3,Good,19.5,Good,0.041,Good,16.0,Good,5.4,Good,False,0,0,0,0,0,1,38,Good
2019-10-14,2019,10,Monday,59,40.0,2198,54.95,3.7,0.0,0.0,10.1,0.3,Good,28.3,Good,0.042,Good,26.0,Good,6.8,Good,False,0,0,0,0,0,0,39,Good
2019-10-15,2019,10,Tuesday,93,61.0,2922,47.90163934426229,3.6,0.0,0.0,6.2,0.4,Good,30.4,Good,0.036,Good,38.0,Good,7.8,Good,False,1,0,0,0,0,0,35,Good
2019-10-16,2019,10,Wednesday,108,69.0,3669,53.17391304347826,5.2,0.0,0.0,12.3,0.3,Good,27.9,Good,0.042,Good,28.0,Good,6.2,Good,False,0,1,0,0,0,0,39,Good
2019-10-17,2019,10,Thursday,112,70.0,3496,49.94285714285714,7.4,2.2,0.0,25.2,0.3,Good,14.7,Good,0.043,Good,69.0,Moderate,5.364598540145986,Good,True,0,0,1,0,0,0,58,Moderate
2019-10-18,2019,10,Friday,226,150.0,6898,45.986666666666665,4.0,2.6,0.0,7.9,0.2,Good,16.3,Good,0.038,Good,12.0,Good,3.6,Good,False,0,0,0,1,0,0,35,Good
2019-10-20,2019,10,Sunday,12,10.0,715,71.5,-0.2,0.0,0.7,10.9,0.1,Good,11.8,Good,0.035,Good,4.0,Good,2.2,Good,False,0,0,0,0,0,1,32,Good
2019-10-21,2019,10,Monday,96,80.0,4254,53.175,2.9,0.0,0.0,10.1,0.2,Good,20.0,Good,0.034,Good,7.0,Good,2.6,Good,False,0,0,0,0,0,0,31,Good
2019-10-22,2019,10,Tuesday,189,138.0,6070,43.98550724637681,4.6,0.0,0.0,5.9,0.1,Good,21.0,Good,0.035,Good,15.0,Good,3.9,Good,False,1,0,0,0,0,0,32,Good
2019-10-23,2019,10,Wednesday,85,60.0,2476,41.266666666666666,1.0,0.0,0.0,15.3,0.1,Good,21.8,Good,0.038,Good,13.0,Good,4.1,Good,False,0,1,0,0,0,0,35,Good
2019-10-24,2019,10,Thursday,142,95.0,4010,42.21052631578947,-1.5,0.0,0.0,10.3,0.1,Good,23.3,Good,0.034,Good,13.0,Good,3.9,Good,False,0,0,1,0,0,0,31,Good
2019-10-25,2019,10,Friday,142,84.0,4112,48.95238095238095,0.7,0.0,0.0,5.9,0.1,Good,25.9,Good,0.031,Good,33.0,Good,8.1,Good,False,0,0,0,1,0,0,34,Good
2019-10-27,2019,10,Sunday,5,2.0,150,75.0,-6.1,0.1,4.83,8.7,0.0,Good,8.4,Good,0.029,Good,8.0,Good,3.7,Good,False,0,0,0,0,0,1,27,Good
2019-10-28,2019,10,Monday,155,104.0,4388,42.19230769230769,-8.2,0.0,0.35,7.1,0.0,Good,28.7,Good,0.036,Good,8.0,Good,4.4,Good,False,0,0,0,0,0,0,33,Good
2019-10-29,2019,10,Tuesday,48,31.0,1578,50.903225806451616,-11.6,0.0,1.75,16.4,0.0,Good,9.8,Good,0.03,Good,10.0,Good,6.8,Good,False,1,0,0,0,0,0,28,Good
2019-10-30,2019,10,Wednesday,94,64.0,2999,46.859375,-17.3,0.0,0.0,9.7,0.1,Good,26.5,Good,0.027,Good,12.0,Good,6.0,Good,False,0,1,0,0,0,0,25,Good
2019-10-31,2019,10,Thursday,104,80.0,4313,53.9125,-13.3,0.0,0.0,7.3,0.2,Good,28.5,Good,0.023,Good,25.0,Good,8.2,Good,False,0,0,1,0,0,0,34,Good
2019-11-01,2019,11,Friday,97,46.0,2424,52.69565217391305,-7.6,0.0,0.0,6.2,0.2,Good,32.7,Good,0.022,Good,31.0,Good,12.3,Moderate,False,0,0,0,1,0,0,51,Moderate
2019-11-03,2019,11,Sunday,25,20.0,959,47.95,-2.1,0.0,0.0,6.0,0.2,Good,24.5,Good,0.031,Good,21.0,Good,11.2,Good,False,0,0,0,0,0,1,47,Good
2019-11-04,2019,11,Monday,95,70.0,3441,49.15714285714286,2.6,0.0,0.0,6.0,0.2,Good,36.4,Good,0.023,Good,42.0,Good,14.4,Moderate,False,0,0,0,0,0,0,56,Moderate
2019-11-05,2019,11,Tuesday,76,39.0,1807,46.333333333333336,-0.6,0.0,0.0,5.6,0.2,Good,33.3,Good,0.023,Good,51.0,Good,11.8,Good,False,1,0,0,0,0,0,49,Good
2019-11-06,2019,11,Wednesday,61,46.0,2234,48.56521739130435,-0.1,0.0,0.0,5.0,0.2,Good,27.7,Good,0.02,Good,21.95689655172414,Good,9.1,Good,True,0,1,0,0,0,0,38,Good
2019-11-07,2019,11,Thursday,79,55.0,2891,52.56363636363636,0.4,0.0,0.0,6.5,0.2,Good,32.4,Good,0.022,Good,43.0,Good,9.8,Good,False,0,0,1,0,0,0,41,Good
2019-11-08,2019,11,Friday,135,95.0,4945,52.05263157894737,2.2,0.0,0.0,7.2,0.2,Good,34.3,Good,0.021,Good,43.0,Good,10.1,Good,False,0,0,0,1,0,0,42,Good
