Citation,License Plate/Vin,Fine,Issued,CitationText,Unpaid,Officer,Residence,IssuedDate,IssuedTime
P1-15529,UT BWA7633,28.0,"May 07, 2019 11:36 AM",,False,1,UT,2019-05-07,11:36 AM
P1-15530,AZ CBN9198,60.0,"May 07, 2019 12:08 PM",,False,1,AZ,2019-05-07,12:08 PM
P1-15531,UT W938WU,60.0,"May 07, 2019 12:13 PM",,False,1,UT,2019-05-07,12:13 PM
P1-15532,ID 1MA6613,8.0,"May 07, 2019 12:18 PM",,False,1,ID,2019-05-07,12:18 PM
P1-15533,NV 898B98,0.0,"May 07, 2019 12:22 PM",,False,1,NV,2019-05-07,12:22 PM
P1-15534,TX FZW5152,60.0,"May 07, 2019 12:28 PM",,False,1,TX,2019-05-07,12:28 PM
P1-15535,UT Y524XY,0.0,"May 07, 2019 04:09 PM",,False,1,UT,2019-05-07,04:09 PM
P1-15536,UT 3B9JN,75.0,"May 08, 2019 11:49 AM",,False,1,UT,2019-05-08,11:49 AM
P1-15537,AZ AYA6470,15.0,"May 08, 2019 11:56 AM",,False,1,AZ,2019-05-08,11:56 AM
P1-15538,UT E656RN,60.0,"May 08, 2019 12:22 PM",,False,1,UT,2019-05-08,12:22 PM
P1-15539,UT V459LT,8.0,"May 08, 2019 12:34 PM",,False,1,UT,2019-05-08,12:34 PM
P1-15540,UT 9C8BG,60.0,"May 08, 2019 12:38 PM",,False,1,UT,2019-05-08,12:38 PM
P1-15541,UT U233U,22.0,"May 09, 2019 02:41 PM",,False,1,UT,2019-05-09,02:41 PM
P1-15542,UT W603XJ,60.0,"May 09, 2019 02:44 PM",,False,1,UT,2019-05-09,02:44 PM
P1-15543,CA OSILYR3,60.0,"May 09, 2019 03:17 PM",,False,1,CA,2019-05-09,03:17 PM
P1-15544,UT V002NK,10.0,"May 10, 2019 11:03 AM",,False,1,UT,2019-05-10,11:03 AM
P1-15545,UT P898J,0.0,"May 10, 2019 11:11 AM",,False,1,UT,2019-05-10,11:11 AM
P1-15546,UT Y880XA,0.0,"May 13, 2019 09:04 AM",,False,1,UT,2019-05-13,09:04 AM
P1-15547,UT 435NHJ,0.0,"May 13, 2019 09:09 AM",,False,1,UT,2019-05-13,09:09 AM
P1-15548,UT Y268UU,0.0,"May 13, 2019 09:13 AM",,False,1,UT,2019-05-13,09:13 AM
P1-15549,UT F259SH,0.0,"May 13, 2019 09:45 AM",,False,1,UT,2019-05-13,09:45 AM
P1-15550,CO 955RJL,60.0,"May 16, 2019 12:39 PM",APPEAL TIME LIMIT EXPIRED,True,1,CO,2019-05-16,12:39 PM
P1-15551,UT F806RP,10.0,"May 17, 2019 10:27 AM",,False,1,UT,2019-05-17,10:27 AM
P1-15552,UT F746HD,60.0,"May 17, 2019 10:42 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2019-05-17,10:42 AM
P1-15553,UT Z356PV,60.0,"May 17, 2019 10:57 AM",,False,1,UT,2019-05-17,10:57 AM
P1-15554,UT D383WZ,60.0,"May 17, 2019 12:43 PM",,False,1,UT,2019-05-17,12:43 PM
P1-15555,UT A926MR,15.0,"May 20, 2019 01:45 PM",,False,1,UT,2019-05-20,01:45 PM
P1-15556,UT A926MR,0.0,"May 20, 2019 01:49 PM",,False,1,UT,2019-05-20,01:49 PM
P1-15557,UT A926MR,0.0,"May 20, 2019 01:50 PM",,False,1,UT,2019-05-20,01:50 PM
P1-15558,UT V946HX,0.0,"May 20, 2019 02:02 PM",,False,1,UT,2019-05-20,02:02 PM
P1-15559,UT X129PM,0.0,"May 20, 2019 02:27 PM",,False,1,UT,2019-05-20,02:27 PM
P1-15560,UT X964KH,60.0,"May 20, 2019 02:42 PM",,False,1,UT,2019-05-20,02:42 PM
P1-15561,UT X216YJ,60.0,"May 20, 2019 04:01 PM",,False,1,UT,2019-05-20,04:01 PM
P1-15574,CA 7ALZ599,60.0,"May 23, 2019 03:30 PM",,False,1,CA,2019-05-23,03:30 PM
P1-15575,UT 6B1JY,60.0,"May 23, 2019 04:27 PM",,False,1,UT,2019-05-23,04:27 PM
P1-15576,UT W483RP,0.0,"May 23, 2019 05:18 PM",,False,1,UT,2019-05-23,05:18 PM
P1-15577,UT F682DE,60.0,"May 23, 2019 05:32 PM",,False,1,UT,2019-05-23,05:32 PM
P1-15578,UT E999EB,0.0,"May 23, 2019 05:49 PM",,False,1,UT,2019-05-23,05:49 PM
P1-15579,AZ AYZ7174,60.0,"May 23, 2019 05:56 PM",,False,1,AZ,2019-05-23,05:56 PM
P1-15580,UT C395WW,60.0,"May 24, 2019 08:22 AM",,False,1,UT,2019-05-24,08:22 AM
P1-15581,UT W361UG,20.0,"May 24, 2019 08:25 AM",,False,1,UT,2019-05-24,08:25 AM
P1-15582,UT X399HL,0.0,"May 24, 2019 09:06 AM",,False,1,UT,2019-05-24,09:06 AM
P1-15583,WA BLR0007,0.0,"May 24, 2019 09:11 AM",,False,1,WA,2019-05-24,09:11 AM
P1-15584,UT 1E1LX,60.0,"May 24, 2019 09:16 AM",,False,1,UT,2019-05-24,09:16 AM
P1-15585,UT Z678ZF,0.0,"May 24, 2019 09:20 AM",,False,1,UT,2019-05-24,09:20 AM
P1-15586,UT F832MW,0.0,"May 24, 2019 09:40 AM",,False,1,UT,2019-05-24,09:40 AM
P1-15587,UT Z155EA,60.0,"May 24, 2019 09:43 AM",,False,1,UT,2019-05-24,09:43 AM
P1-15588,ID 1M1077,0.0,"May 24, 2019 09:45 AM",,False,1,ID,2019-05-24,09:45 AM
P1-15589,UT S355P,0.0,"May 24, 2019 09:48 AM",,False,1,UT,2019-05-24,09:48 AM
P1-15590,UT A019UT,20.0,"May 24, 2019 09:50 AM",,False,1,UT,2019-05-24,09:50 AM
P1-15591,UT D762UY,60.0,"May 24, 2019 01:34 PM",,False,1,UT,2019-05-24,01:34 PM
P1-15592,UT F638PV,60.0,"May 24, 2019 01:38 PM",,False,1,UT,2019-05-24,01:38 PM
P1-15593,MN CHW628,12.0,"May 24, 2019 01:43 PM",,False,1,MN,2019-05-24,01:43 PM
P1-15594,UT H171H,60.0,"May 24, 2019 01:51 PM",,False,1,UT,2019-05-24,01:51 PM
P1-15595,UT F689HZ,15.0,"May 24, 2019 01:55 PM",,False,1,UT,2019-05-24,01:55 PM
P1-15596,NV 316E92,0.0,"May 24, 2019 01:58 PM",,False,1,NV,2019-05-24,01:58 PM
P1-15597,UT G852R,0.0,"May 24, 2019 02:08 PM",,False,1,UT,2019-05-24,02:08 PM
P1-15598,UT E135PW,12.0,"May 24, 2019 02:12 PM",,False,1,UT,2019-05-24,02:12 PM
P1-15599,ID 1A852EL,60.0,"May 24, 2019 02:17 PM",,False,1,ID,2019-05-24,02:17 PM
P1-15600,NV D98VRZ,0.0,"May 24, 2019 02:21 PM",,False,1,NV,2019-05-24,02:21 PM
P1-15601,ID 1A4471Y,15.0,"May 24, 2019 02:23 PM",,False,1,ID,2019-05-24,02:23 PM
P1-15602,AZ CNS7272,8.0,"May 24, 2019 02:27 PM",,False,1,AZ,2019-05-24,02:27 PM
P1-15603,UT X910TX,60.0,"May 24, 2019 02:30 PM",,False,1,UT,2019-05-24,02:30 PM
P1-15604,AK JNV600,60.0,"May 24, 2019 02:34 PM",APPEAL TIME LIMIT EXPIRED,True,1,AK,2019-05-24,02:34 PM
P1-15605,AZ BXL6107,20.0,"May 24, 2019 02:37 PM",,False,1,AZ,2019-05-24,02:37 PM
P1-15606,TX KWW1880,15.0,"May 24, 2019 02:45 PM",,False,1,TX,2019-05-24,02:45 PM
P1-15607,UT W359PD,20.0,"May 24, 2019 03:19 PM",,False,1,UT,2019-05-24,03:19 PM
P1-15608,UT E539XR,60.0,"May 24, 2019 03:22 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2019-05-24,03:22 PM
P1-15609,UT V120AX,0.0,"May 24, 2019 03:32 PM",,False,1,UT,2019-05-24,03:32 PM
P1-15610,WA BES2125,60.0,"May 24, 2019 03:40 PM",APPEAL TIME LIMIT EXPIRED,True,1,WA,2019-05-24,03:40 PM
P1-15611,UT J685F,0.0,"May 28, 2019 08:21 AM",,False,1,UT,2019-05-28,08:21 AM
P1-15612,UT D259XU,8.0,"May 28, 2019 08:48 AM",,False,1,UT,2019-05-28,08:48 AM
P1-15613,ID 1M8152,0.0,"May 28, 2019 08:53 AM",,False,1,ID,2019-05-28,08:53 AM
P1-15614,UT U369U,60.0,"May 28, 2019 09:12 AM",,False,1,UT,2019-05-28,09:12 AM
P1-15615,UT BV02492,0.0,"May 28, 2019 01:54 PM",,False,1,UT,2019-05-28,01:54 PM
P1-15616,CA 4YFS342,0.0,"May 28, 2019 02:18 PM",,False,1,CA,2019-05-28,02:18 PM
P1-15617,UT V356BU,0.0,"May 28, 2019 02:36 PM",,False,1,UT,2019-05-28,02:36 PM
P1-15618,UT W952PL,60.0,"May 28, 2019 03:47 PM",,False,1,UT,2019-05-28,03:47 PM
P1-15619,UT E475GW,0.0,"May 28, 2019 04:43 PM",,False,1,UT,2019-05-28,04:43 PM
P1-15620,UT W685MX,0.0,"Jul 08, 2019 02:05 PM",,False,1,UT,2019-07-08,02:05 PM
P1-15621,UT V575AN,10.0,"Jul 08, 2019 02:10 PM",,False,1,UT,2019-07-08,02:10 PM
P1-15622,UT W783TY,60.0,"Jul 08, 2019 02:20 PM",,False,1,UT,2019-07-08,02:20 PM
P1-15623,UT W990RZ,0.0,"Jul 08, 2019 02:30 PM",,False,1,UT,2019-07-08,02:30 PM
P1-15624,UT E127XV,60.0,"Jul 08, 2019 02:49 PM",,False,1,UT,2019-07-08,02:49 PM
P1-15625,AZ CHD3182,60.0,"Jul 08, 2019 04:42 PM",,False,1,AZ,2019-07-08,04:42 PM
P1-15626,UT E513EE,60.0,"Jul 08, 2019 05:13 PM",,False,1,UT,2019-07-08,05:13 PM
P1-15627,UT E300RE,0.0,"Jul 08, 2019 05:36 PM",,False,1,UT,2019-07-08,05:36 PM
P1-15628,UT E001XD,22.0,"Jul 08, 2019 05:41 PM",,False,1,UT,2019-07-08,05:41 PM
P1-15629,UT W505VY,40.0,"Jul 08, 2019 06:17 PM",,False,1,UT,2019-07-08,06:17 PM
P1-15630,VA VRK4488,0.0,"Jul 09, 2019 02:14 PM",,False,1,VA,2019-07-09,02:14 PM
P1-15631,NM 120WHR,60.0,"Jul 09, 2019 02:33 PM",,False,1,NM,2019-07-09,02:33 PM
P1-15632,ID 8BLN642,60.0,"Jul 09, 2019 02:50 PM",,False,1,ID,2019-07-09,02:50 PM
P1-15633,TX FYG1283,60.0,"Jul 09, 2019 02:57 PM",,False,1,TX,2019-07-09,02:57 PM
P1-15634,UT V218MU,0.0,"Jul 09, 2019 03:05 PM",,False,1,UT,2019-07-09,03:05 PM
P1-15635,NM NJL925,0.0,"Jul 09, 2019 03:10 PM",,False,1,NM,2019-07-09,03:10 PM
P1-15636,NV D98VRZ,0.0,"Jul 09, 2019 03:15 PM",,False,1,NV,2019-07-09,03:15 PM
P1-15637,UT W627UU,0.0,"Jul 09, 2019 03:21 PM",,False,1,UT,2019-07-09,03:21 PM
P1-15638,CA 5GSY591,60.0,"Jul 09, 2019 03:27 PM",,False,1,CA,2019-07-09,03:27 PM
P1-15639,AZ CLV4428,0.0,"Jul 09, 2019 05:46 PM",,False,1,AZ,2019-07-09,05:46 PM
P1-15640,UT V437HY,0.0,"Jul 10, 2019 10:33 AM",,False,1,UT,2019-07-10,10:33 AM
P1-15641,UT BGE9941,0.0,"Jul 10, 2019 11:01 AM",,False,1,UT,2019-07-10,11:01 AM
P1-15642,OR 534KQP,15.0,"Jul 10, 2019 11:08 AM",,False,1,OR,2019-07-10,11:08 AM
P1-15643,ID 8BAE801,15.0,"Jul 10, 2019 11:14 AM",,False,1,ID,2019-07-10,11:14 AM
P1-15644,UT F516MB,0.0,"Jul 10, 2019 11:24 AM",,False,1,UT,2019-07-10,11:24 AM
P1-15645,UT W528EV,60.0,"Jul 10, 2019 12:37 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2019-07-10,12:37 PM
P1-15646,UT W523JC,0.0,"Jul 10, 2019 02:01 PM",,False,1,UT,2019-07-10,02:01 PM
P1-15647,UT F237MM,0.0,"Jul 10, 2019 02:30 PM",,False,1,UT,2019-07-10,02:30 PM
P1-15648,UT Z747TZ,0.0,"Jul 10, 2019 02:38 PM",,False,1,UT,2019-07-10,02:38 PM
P1-15649,UT V873HW,0.0,"Jul 10, 2019 02:48 PM",,False,1,UT,2019-07-10,02:48 PM
P1-15650,UT V103FF,0.0,"Jul 10, 2019 02:50 PM",,False,1,UT,2019-07-10,02:50 PM
P1-15651,IA 951YKF,60.0,"Jul 10, 2019 05:43 PM",,False,1,IA,2019-07-10,05:43 PM
P1-15652,UT 8C6BF,60.0,"Jul 10, 2019 05:50 PM",,False,1,UT,2019-07-10,05:50 PM
P1-15653,UT T730Y,60.0,"Jul 10, 2019 06:29 PM",,False,1,UT,2019-07-10,06:29 PM
P1-15654,UT Y386XT,60.0,"Jul 10, 2019 06:32 PM",,False,1,UT,2019-07-10,06:32 PM
P1-15655,UT V293LP,15.0,"Jul 11, 2019 07:35 AM",,False,1,UT,2019-07-11,07:35 AM
P1-15656,UT V133CK,0.0,"Jul 11, 2019 08:19 AM",,False,1,UT,2019-07-11,08:19 AM
P1-15657,OR 548HVQ,75.0,"Aug 28, 2019 01:54 PM",,False,1,OR,2019-08-28,01:54 PM
P1-15658,TX JRG6552,75.0,"Aug 30, 2019 11:56 AM",,False,1,TX,2019-08-30,11:56 AM
P1-15659,UT V829AW,40.0,"Aug 30, 2019 12:03 PM",,False,1,UT,2019-08-30,12:03 PM
P1-15660,UT CED149,0.0,"Aug 30, 2019 12:18 PM",,False,1,UT,2019-08-30,12:18 PM
P1-15661,CA 6T42386,6.0,"Aug 30, 2019 12:23 PM",,False,1,CA,2019-08-30,12:23 PM
P1-15662,AZ CBJ3108,75.0,"Aug 30, 2019 12:28 PM",,False,1,AZ,2019-08-30,12:28 PM
P1-15663,UT E358WV,0.0,"Aug 30, 2019 12:34 PM",,False,1,UT,2019-08-30,12:34 PM
P1-15664,AZ 716CFW,0.0,"Aug 30, 2019 12:45 PM",,False,1,AZ,2019-08-30,12:45 PM
P1-15665,AZ AHY2173,0.0,"Aug 30, 2019 12:49 PM",,False,1,AZ,2019-08-30,12:49 PM
P1-15666,CA 4YVN725,75.0,"Aug 30, 2019 01:16 PM",,False,1,CA,2019-08-30,01:16 PM
P1-15667,IA HCW689,0.0,"Aug 30, 2019 01:21 PM",,False,1,IA,2019-08-30,01:21 PM
P1-15668,CO 897ZZN,75.0,"Aug 30, 2019 01:27 PM",,False,1,CO,2019-08-30,01:27 PM
P1-15669,UT E534DD,0.0,"Sep 04, 2019 03:00 PM",,False,1,UT,2019-09-04,03:00 PM
P1-15670,UT 9E9WC,0.0,"Sep 04, 2019 03:06 PM",,False,1,UT,2019-09-04,03:06 PM
P1-15671,TX GCW6603,0.0,"Sep 04, 2019 03:12 PM",,False,1,TX,2019-09-04,03:12 PM
P1-15672,UT 855CC,0.0,"Sep 04, 2019 03:15 PM",,False,1,UT,2019-09-04,03:15 PM
P1-15673,UT 0F0SR,0.0,"Sep 04, 2019 03:57 PM",,False,1,UT,2019-09-04,03:57 PM
P1-15674,UT V532FR,0.0,"Sep 04, 2019 04:03 PM",,False,1,UT,2019-09-04,04:03 PM
P1-15675,UT V541NK,0.0,"Sep 05, 2019 08:05 AM",,False,1,UT,2019-09-05,08:05 AM
P1-15676,UT 7F4JF,0.0,"Sep 05, 2019 08:57 AM",,False,1,UT,2019-09-05,08:57 AM
P1-15677,UT 6B0WR,0.0,"Sep 05, 2019 09:19 AM",,False,1,UT,2019-09-05,09:19 AM
P1-15678,UT 2F2DZ,0.0,"Sep 05, 2019 09:27 AM",,False,1,UT,2019-09-05,09:27 AM
P1-15679,UT 4VRM0RE,0.0,"Sep 05, 2019 09:49 AM",,False,1,UT,2019-09-05,09:49 AM
P1-15680,UT 4074SP,0.0,"Sep 05, 2019 09:59 AM",,False,1,UT,2019-09-05,09:59 AM
P1-15681,UT W099AG,0.0,"Sep 05, 2019 10:14 AM",,False,1,UT,2019-09-05,10:14 AM
P1-15682,AZ CEY7876,60.0,"Sep 12, 2019 07:35 AM",,False,1,AZ,2019-09-12,07:35 AM
P1-15683,OR 010EYQ,60.0,"Sep 12, 2019 07:38 AM",,False,1,OR,2019-09-12,07:38 AM
P1-15684,UT F406GY,60.0,"Sep 12, 2019 07:41 AM",,False,1,UT,2019-09-12,07:41 AM
P1-15685,OR 524EDD,30.0,"Sep 12, 2019 07:49 AM",,False,1,OR,2019-09-12,07:49 AM
P1-15686,UT V983LD,0.0,"Sep 12, 2019 07:53 AM",,False,1,UT,2019-09-12,07:53 AM
P1-15687,ID MD7D,60.0,"Sep 12, 2019 08:15 AM",,False,1,ID,2019-09-12,08:15 AM
P1-15688,UT V487US,0.0,"Sep 12, 2019 09:06 AM",,False,1,UT,2019-09-12,09:06 AM
P1-15689,VA VVL2886,60.0,"Sep 12, 2019 09:09 AM",,False,1,VA,2019-09-12,09:09 AM
P1-15690,UT V986MW,60.0,"Sep 12, 2019 09:15 AM",,False,1,UT,2019-09-12,09:15 AM
P1-15691,UT V687UE,0.0,"Sep 12, 2019 09:17 AM",,False,1,UT,2019-09-12,09:17 AM
P1-15692,UT C330CN,0.0,"Sep 12, 2019 09:21 AM",,False,1,UT,2019-09-12,09:21 AM
P1-15693,MO VC6T6M,0.0,"Sep 12, 2019 09:24 AM",,False,1,MO,2019-09-12,09:24 AM
P1-15694,UT W836ZE,60.0,"Sep 12, 2019 09:30 AM",,False,1,UT,2019-09-12,09:30 AM
P1-15695,UT 9B0AC,60.0,"Sep 12, 2019 09:37 AM",,False,1,UT,2019-09-12,09:37 AM
P1-15696,UT W837VE,60.0,"Sep 12, 2019 09:45 AM",,False,1,UT,2019-09-12,09:45 AM
P1-15697,FL LDNA84,0.0,"Sep 12, 2019 09:48 AM",,False,1,FL,2019-09-12,09:48 AM
P1-15698,UT F229BH,60.0,"Sep 12, 2019 09:50 AM",,False,1,UT,2019-09-12,09:50 AM
P1-15699,OR 710LHY,60.0,"Sep 12, 2019 09:54 AM",,False,1,OR,2019-09-12,09:54 AM
P1-15700,UT W469KR,60.0,"Sep 12, 2019 10:00 AM",,False,1,UT,2019-09-12,10:00 AM
P1-15701,CA 7XKM936,60.0,"Sep 12, 2019 10:05 AM",,False,1,CA,2019-09-12,10:05 AM
P1-15702,UT 5C1KK,60.0,"Sep 12, 2019 10:09 AM",,False,1,UT,2019-09-12,10:09 AM
P1-15703,UT X230MM,75.0,"Sep 13, 2019 11:36 AM",,False,1,UT,2019-09-13,11:36 AM
P1-15704,WA BON1411,60.0,"Sep 13, 2019 11:47 AM",,False,1,WA,2019-09-13,11:47 AM
P1-15705,UT 443MTZ,10.0,"Sep 13, 2019 12:25 PM",,False,1,UT,2019-09-13,12:25 PM
P1-15706,CA 8HVJ511,0.0,"Sep 13, 2019 12:55 PM",,False,1,CA,2019-09-13,12:55 PM
P1-15707,UT 6C0ZW,60.0,"Sep 13, 2019 01:19 PM",,False,1,UT,2019-09-13,01:19 PM
P1-15708,NJ J64KKM,0.0,"Sep 13, 2019 01:23 PM",,False,1,NJ,2019-09-13,01:23 PM
P1-15709,UT F455UF,60.0,"Sep 13, 2019 01:33 PM",,False,1,UT,2019-09-13,01:33 PM
P1-15710,UT D804AL,0.0,"Sep 13, 2019 01:35 PM",,False,1,UT,2019-09-13,01:35 PM
P1-15711,UT 3F0EZ,60.0,"Sep 13, 2019 01:37 PM",,False,1,UT,2019-09-13,01:37 PM
P1-15712,UT V129KL,15.0,"Sep 13, 2019 01:59 PM",,False,1,UT,2019-09-13,01:59 PM
P1-15713,MT BNL674,75.0,"Sep 18, 2019 01:53 PM",,False,1,MT,2019-09-18,01:53 PM
P1-15714,MT BNL674,200.0,"Sep 18, 2019 02:06 PM",,False,1,MT,2019-09-18,02:06 PM
P1-15715,WA BNX2473,25.0,"Sep 18, 2019 02:20 PM",,False,1,WA,2019-09-18,02:20 PM
P1-15716,AZ CNV5633,20.0,"Sep 18, 2019 02:28 PM",,False,1,AZ,2019-09-18,02:28 PM
P1-15717,TN Y8729T,30.0,"Sep 20, 2019 09:37 AM",,False,1,TN,2019-09-20,09:37 AM
P1-15718,UT W403XW,20.0,"Sep 20, 2019 09:51 AM",,False,1,UT,2019-09-20,09:51 AM
P1-15719,UT 6F2KD,60.0,"Sep 20, 2019 09:53 AM",,False,1,UT,2019-09-20,09:53 AM
P1-15720,UT V955SW,0.0,"Sep 20, 2019 09:56 AM",,False,1,UT,2019-09-20,09:56 AM
P1-15721,CA 8DTW343,45.0,"Sep 20, 2019 12:11 PM",,False,1,CA,2019-09-20,12:11 PM
P1-15722,AZ CRG7969,60.0,"Sep 20, 2019 12:24 PM",APPEAL TIME LIMIT EXPIRED,True,1,AZ,2019-09-20,12:24 PM
P1-15723,UT F116HD,30.0,"Sep 24, 2019 07:08 AM",,False,1,UT,2019-09-24,07:08 AM
P1-15724,UT W260SA,60.0,"Sep 24, 2019 07:09 AM",,False,1,UT,2019-09-24,07:09 AM
P1-15725,UT H403B,60.0,"Sep 24, 2019 07:11 AM",,False,1,UT,2019-09-24,07:11 AM
P1-15726,UT C933JS,60.0,"Sep 24, 2019 07:12 AM",,False,1,UT,2019-09-24,07:12 AM
P1-15727,PA HSF5595,25.0,"Sep 24, 2019 07:19 AM",,False,1,PA,2019-09-24,07:19 AM
P1-15728,KS 017JRZ,75.0,"Sep 24, 2019 07:21 AM",,False,1,KS,2019-09-24,07:21 AM
P1-15729,UT W956SV,60.0,"Sep 24, 2019 07:35 AM",,False,1,UT,2019-09-24,07:35 AM
P1-15730,OH CBE6277,0.0,"Sep 24, 2019 07:55 AM",,False,1,OH,2019-09-24,07:55 AM
P1-15731,SD 2P9135,0.0,"Sep 24, 2019 07:57 AM",,False,1,SD,2019-09-24,07:57 AM
P1-15732,UT V420CK,10.0,"Sep 24, 2019 08:01 AM",,False,1,UT,2019-09-24,08:01 AM
P1-15733,UT 1E5MN,60.0,"Sep 24, 2019 09:07 AM",,False,1,UT,2019-09-24,09:07 AM
P1-15734,UT V789LF,75.0,"Sep 24, 2019 09:32 AM",,False,1,UT,2019-09-24,09:32 AM
P1-15735,UT C545WU,75.0,"Sep 24, 2019 09:35 AM",,False,1,UT,2019-09-24,09:35 AM
P1-15736,UT V762AH,75.0,"Sep 25, 2019 03:42 PM",,False,1,UT,2019-09-25,03:42 PM
P1-15737,UT BW63579,75.0,"Sep 25, 2019 03:46 PM",,False,1,UT,2019-09-25,03:46 PM
P1-15738,ID 1M99454,20.0,"Sep 26, 2019 09:11 AM",,False,1,ID,2019-09-26,09:11 AM
P1-15739,UT BT44098,60.0,"Sep 26, 2019 09:14 AM",,False,1,UT,2019-09-26,09:14 AM
P1-15740,NV 414XXU,25.0,"Sep 26, 2019 09:19 AM",,False,1,NV,2019-09-26,09:19 AM
P1-15741,UT MHY0129,20.0,"Sep 26, 2019 09:25 AM",,False,1,UT,2019-09-26,09:25 AM
P1-15742,UT BW61260,0.0,"Sep 26, 2019 09:30 AM",,False,1,UT,2019-09-26,09:30 AM
P1-15743,UT A434WD,60.0,"Sep 27, 2019 04:10 PM",,False,1,UT,2019-09-27,04:10 PM
P1-15744,UT B235TA,60.0,"Sep 27, 2019 05:38 PM",,False,1,UT,2019-09-27,05:38 PM
P1-15745,UT F810KS,150.0,"Oct 02, 2019 02:13 PM",,False,1,UT,2019-10-02,02:13 PM
P1-15746,UT V267Z,0.0,"Oct 02, 2019 05:37 PM",,False,1,UT,2019-10-02,05:37 PM
P1-15747,UT W589FD,0.0,"Oct 02, 2019 05:43 PM",,False,1,UT,2019-10-02,05:43 PM
P1-15748,UT V810JS,25.0,"Oct 02, 2019 05:54 PM",,False,1,UT,2019-10-02,05:54 PM
P1-15749,UT B585MY,0.0,"Oct 04, 2019 11:51 AM",,False,1,UT,2019-10-04,11:51 AM
P1-15750,UT 3E1WM,60.0,"Oct 04, 2019 11:57 AM",,False,1,UT,2019-10-04,11:57 AM
P1-15751,UT D456PA,20.0,"Oct 04, 2019 12:02 PM",,False,1,UT,2019-10-04,12:02 PM
P1-15752,UT C875HK,0.0,"Oct 04, 2019 12:06 PM",,False,1,UT,2019-10-04,12:06 PM
P1-15753,CA 7COH073,10.0,"Oct 04, 2019 12:16 PM",,False,1,CA,2019-10-04,12:16 PM
P1-15754,UT V638UW,0.0,"Oct 04, 2019 01:01 PM",,False,1,UT,2019-10-04,01:01 PM
P1-15755,UT V660HW,12.0,"Oct 04, 2019 01:08 PM",,False,1,UT,2019-10-04,01:08 PM
P1-15756,UT W935FT,60.0,"Oct 04, 2019 01:12 PM",,False,1,UT,2019-10-04,01:12 PM
P1-15757,ID 1MC3520,60.0,"Oct 04, 2019 01:21 PM",,False,1,ID,2019-10-04,01:21 PM
P1-15758,UT 835MXT,60.0,"Oct 04, 2019 01:25 PM",,False,1,UT,2019-10-04,01:25 PM
P1-15759,UT 9F7GT,30.0,"Oct 04, 2019 01:30 PM",,False,1,UT,2019-10-04,01:30 PM
P1-15760,UT F541PE,60.0,"Oct 04, 2019 01:33 PM",,False,1,UT,2019-10-04,01:33 PM
P1-15761,UT 1A8KA,60.0,"Oct 04, 2019 01:37 PM",,False,1,UT,2019-10-04,01:37 PM
P1-15762,UT 6A5YM,25.0,"Oct 04, 2019 01:39 PM",,False,1,UT,2019-10-04,01:39 PM
P1-15763,UT W610LY,60.0,"Oct 04, 2019 01:41 PM",,False,1,UT,2019-10-04,01:41 PM
P1-15764,UT V090SE,0.0,"Oct 04, 2019 01:47 PM",,False,1,UT,2019-10-04,01:47 PM
P1-15765,NC FHW4423,60.0,"Oct 04, 2019 01:55 PM",,False,1,NC,2019-10-04,01:55 PM
P1-15766,OR 428LFN,60.0,"Oct 07, 2019 07:12 AM",,False,1,OR,2019-10-07,07:12 AM
P1-15767,TX MNK9544,0.0,"Oct 07, 2019 07:32 AM",,False,1,TX,2019-10-07,07:32 AM
P1-15768,WA BQB3066,60.0,"Oct 07, 2019 01:38 PM",,False,1,WA,2019-10-07,01:38 PM
P1-15769,CA 6XCX772,0.0,"Oct 16, 2019 11:07 AM",,False,1,CA,2019-10-16,11:07 AM
P1-15770,UT W028XP,60.0,"Oct 16, 2019 11:18 AM",,False,1,UT,2019-10-16,11:18 AM
P1-15771,UT V338LY,60.0,"Oct 16, 2019 11:23 AM",,False,1,UT,2019-10-16,11:23 AM
P1-15772,ID 8BLN685,60.0,"Oct 16, 2019 11:25 AM",,False,1,ID,2019-10-16,11:25 AM
P1-15773,UT F097TS,60.0,"Oct 16, 2019 11:31 AM",,False,1,UT,2019-10-16,11:31 AM
P1-15774,NV 074E18,60.0,"Oct 16, 2019 11:34 AM",,False,1,NV,2019-10-16,11:34 AM
P1-15775,UT B457CY,60.0,"Oct 16, 2019 11:37 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2019-10-16,11:37 AM
P1-15776,UT F120MX,0.0,"Oct 16, 2019 11:45 AM",,False,1,UT,2019-10-16,11:45 AM
P1-15777,UT F004TJ,0.0,"Oct 16, 2019 11:48 AM",,False,1,UT,2019-10-16,11:48 AM
P1-15778,UT V495LZ,0.0,"Oct 16, 2019 12:05 PM",,False,1,UT,2019-10-16,12:05 PM
P1-15779,NV 219XDR,60.0,"Oct 16, 2019 12:56 PM",,False,1,NV,2019-10-16,12:56 PM
P1-15780,UT F897MW,0.0,"Oct 16, 2019 01:00 PM",,False,1,UT,2019-10-16,01:00 PM
P1-15781,UT F781SG,0.0,"Oct 16, 2019 01:06 PM",,False,1,UT,2019-10-16,01:06 PM
